id,content
3754,"Alexa, play some relaxing music."
3755,"Alexa, set thermostat to 70 degrees."
3756,"Alexa, play some music."
3757,"Alexa, set thermostat to 72 degrees."
3758,"Alexa, set the thermostat to 72 degrees."
3759,"Alexa, set the thermostat to 68 degrees."
3760,"Alexa, set a timer for 30 minutes."
3761,"Alexa, set the thermostat to 72 degrees."
3762,"Alexa, set the thermostat to 75 degrees."
3763,"Alexa, open the garage door."
3764,"Alexa, set the bedroom thermostat to 70 degrees."
3765,"Alexa, set the temperature to 72 degrees."
3766,"Alexa, play my favorite playlist."
3767,"Alexa, dim the lights to 50 percent."
3768,"Alexa, play jazz music on spotify."
3769,"Alexa, play some music."
3770,"Alexa, order a pizza from domino's."
3771,"Alexa, lock the front door."
3772,"Alexa, play some relaxing music."
3773,"Alexa, set the thermostat to 70 degrees."
3774,"Alexa, play music from my liked songs list."
3775,"Alexa, play some relaxation music for 30 minutes."
3776,"Alexa, set the temperature to 72 degrees."
3777,"Alexa, play music on spotify."
3778,"Alexa, set the thermostat to 72 degrees."
3779,"Alexa, play music by artist name."
3780,"Alexa, turn off bedroom fan."
3781,"Alexa, set the thermostat to 72 degrees."
3782,"Alexa, set the thermostat to 72 degrees."
3783,"Alexa, set the thermostat to 72 degrees."
3784,"Alexa, set thermostat to 70 degrees."
3785,"Alexa, play some music."
3786,"Alexa, set the thermostat to 70 degrees."
3787,"Alexa, set the thermostat to 70 degrees."
3788,"Alexa, set the thermostat to 72 degrees."
3789,"Alexa, set the thermostat to 70 degrees."
3790,"Alexa, set the thermostat to 72 degrees."
3791,"Alexa, set the thermostat to 72 degrees."
3792,"Alexa, play music by adele."
3793,"Alexa, play music by imagine dragons."
3794,"Alexa, play music by beyoncé."
3795,"Alexa, set the thermostat to 75 degrees."
3796,"Alexa, set the thermostat to 70 degrees."
3797,"Alexa, play favorite playlist."
3798,"Alexa, set the thermostat to 72 degrees."
3799,"Alexa, set thermostat to 72 degrees."
3800,"Alexa, set the thermostat to 68 degrees."
3801,"Alexa, set the thermostat temperature to 72 degrees."
3802,"Alexa, set the temperature to 72 degrees."
3803,"Alexa, set the temperature to 72 degrees."
3804,"Alexa, set thermostat to 72 degrees."
3805,"Alexa, set thermostat to 72 degrees."
3806,"Alexa, set the temperature to 72 degrees."
3807,"Alexa, set thermostat to 70 degrees."
3808,"Alexa, set thermostat to 72 degrees."
3809,"Alexa, set the temperature to 75 degrees."
3810,"Alexa, set the thermostat to 70 degrees."
3811,"Alexa, set thermostat to 72 degrees fahrenheit."
3812,"Alexa, set the thermostat to 70 degrees."
3813,"Alexa, set the thermostat to 75 degrees."
3814,"Alexa, dim the living room lights to 50%."
3815,"Alexa, play some music."
3816,"Alexa, set the thermostat to 72 degrees."
3817,"Alexa, set the thermostat to 72 degrees."
3818,"Alexa, add milk to my shopping list."
3819,"Alexa, set the thermostat to 72 degrees."
3820,"Alexa, set the thermostat to 72 degrees."
3821,"Alexa, set thermostat to 70 degrees."
3822,"Alexa, set the thermostat to 70 degrees."
3823,"Alexa, set thermostat to 72 degrees."
3824,"Alexa, play some relaxing music."
3825,"Alexa, set the thermostat to 72 degrees."
3826,"Alexa, set the thermostat to 72 degrees."
3827,"Alexa, play some relaxing music."
3828,"Alexa, set the thermostat to 70 degrees."
3829,"Alexa, set thermostat to 72 degrees."
3830,"Alexa, set the thermostat to 21 degrees."
3831,"Alexa, set thermostat to 72 degrees."
3832,"Alexa, set thermostat to 72 degrees fahrenheit."
3833,"Alexa, play classical music on pandora."
3834,"Alexa, set the thermostat to 68 degrees."
3835,"Alexa, dim the living room lights to 50%."
3836,"Alexa, set the temperature to 70 degrees."
3837,"Alexa, play some relaxing music."
3838,"Alexa, play music from my playlist."
3839,"Alexa, set the thermostat to 72 degrees."
3840,"Alexa, set thermostat to 70 degrees."
3841,"Alexa, set the temperature to 72 degrees."
3842,"Alexa, set the thermostat to 21 degrees celsius."
3843,"Alexa, play music in the bedroom."
3844,"Alexa, set thermostat to 72 degrees."
3845,"Alexa, play some music."
3846,"Alexa, set thermostat to 72 degrees."
3847,"Alexa, set thermostat to 72 degrees."
3848,"Alexa, set the temperature to 72 degrees."
3849,"Alexa, play music in the living room."
3850,"Alexa, play music from spotify."
3851,"Alexa, set thermostat to 68 degrees."
3852,"Alexa, set thermostat to 72 degrees."
3853,"Alexa, play some music."
3854,"Alexa, set the thermostat to 68 degrees."
3855,"Alexa, set thermostat to 72 degrees fahrenheit."
3856,"Alexa, set the thermostat temperature to 70 degrees."
3857,"Alexa, play music from spotify."
3858,"Alexa, play music by adele."
3859,"Alexa, set the temperature to 72 degrees."
3860,"Alexa, play music from spotify."
3861,"Alexa, play workout playlist on spotify."
3862,"Alexa, begin vacuuming."
3863,"Alexa, set thermostat to 70 degrees."
3864,"Alexa, set thermostat to 72 degrees."
3865,"Alexa, set the temperature of the thermostat to 72 degrees fahrenheit."
3866,"Alexa, set the thermostat to 72 degrees."
3867,"Alexa, lock the front door."
3868,"Alexa, add milk to my shopping list."
3869,"Alexa, set the thermostat to 72 degrees."
3870,"Alexa, set thermostat to 72 degrees."
3871,"Alexa, schedule laundry for tomorrow."
3872,"Alexa, set the thermostat to 70 degrees."
3873,"Alexa, play my ""morning playlist"" on spotify."
3874,"Alexa, play music by taylor swift."
3875,"Alexa, set thermostat to 68 degrees."
3876,"Alexa, set thermostat to 70 degrees."
3877,"Alexa, set the thermostat to 72 degrees."
3878,"Alexa, turn off tv at 10 pm."
3879,"Alexa, set the thermostat to 72 degrees."
3880,"Alexa, set thermostat to 70 degrees."
3881,"Alexa, set thermostat to 72 degrees."
3882,"Alexa, set thermostat to 70 degrees."
3883,"Alexa, set thermostat to 72 degrees."
3884,"Alexa, play music from spotify."
3885,"Alexa, set the temperature to 72 degrees."
3886,"Alexa, lock front door."
3887,"Alexa, set the temperature to 70 degrees fahrenheit."
3888,"Alexa, set the thermostat to 70 degrees."
3889,"Alexa, set the thermostat to 70 degrees."
3890,"Alexa, play my morning playlist at 7 a.m."
3891,"Alexa, set thermostat to 72 degrees."
3892,"Alexa, set the temperature to 72 degrees."
3893,"Alexa, set the thermostat to 72 degrees."
3894,"Alexa, set thermostat to 72 degrees."
3895,"Alexa, lock the front door."
3896,"Alexa, set temperature to 72 degrees."
3897,"Alexa, set thermostat to 72 degrees fahrenheit."
3898,"Alexa, lower the thermostat by 3 degrees."
3899,"Alexa, set thermostat to 70 degrees."
3900,"Alexa, play music in the bedroom."
3901,"Alexa, set thermostat to 72 degrees."
3902,"Alexa, set the temperature to 70 degrees."
3903,"Alexa, play relaxing music for 30 minutes."
3904,"Alexa, schedule a morning briefing every weekday."
3905,"Alexa, play music from my favorites."
3906,"Alexa, set the thermostat to 70 degrees."
3907,"Alexa, lower thermostat by 2 degrees."
3908,"Alexa, set thermostat to 68 degrees."
3909,"Alexa, set temperature to 68 degrees."
3910,"Alexa, set thermostat to 72 degrees fahrenheit."
3911,"Alexa, play some music."
3912,"Alexa, lock the front door."
3913,"Alexa, set the thermostat to 72 degrees."
3914,"Alexa, set thermostat to 72 degrees."
3915,"Alexa, set thermostat temperature to 72 degrees."
3916,"Alexa, start the coffee maker."
3917,"Alexa, play the news."
3918,"Alexa, set thermostat to 72 degrees."
3919,"Alexa, set thermostat to 72 degrees."
3920,"Alexa, set a timer for 10 minutes."
3921,"Alexa, set thermostat to 70 degrees."
3922,"Alexa, play music by adele."
3923,"Alexa, play music from spotify."
3924,"Alexa, set the thermostat to 68 degrees."
3925,"Alexa, set the thermostat to 72 degrees."
3926,"Alexa, set thermostat to 70 degrees."
3927,"Alexa, play music in the bedroom."
3928,"Alexa, set the thermostat to 68 degrees."
3929,"Alexa, set the thermostat to 72 degrees."
3930,"Alexa, play a specific song or artist on pandora."
3931,"Alexa, set the thermostat temperature to 72 degrees."
3932,"Alexa, set the thermostat to 72 degrees."
3933,"Alexa, play my morning playlist at 7am."
3934,"Alexa, set thermostat to 72 degrees."
3935,"Alexa, play music from my favorite playlist."
3936,"Alexa, lock the door."
3937,"Alexa, play my ""feel good"" playlist on spotify."
3938,"Alexa, play music by adele."
3939,"Alexa, play music by beyoncé."
3940,"Alexa, play some music."
3941,"Alexa, set the thermostat to 72 degrees."
3942,"Alexa, set the thermostat to 72 degrees fahrenheit."
3943,"Alexa, set the thermostat to 72 degrees."
3944,"Alexa, lock the front door."
3945,"Alexa, set the thermostat to 72 degrees."
3946,"Alexa, play music from my playlist."
3947,"Alexa, set the dining room temperature to 70 degrees."
3948,"Alexa, set the thermostat to 72 degrees."
3949,"Alexa, set the thermostat to 68 degrees."
3950,"Alexa, set the thermostat to 72 degrees."
3951,"Alexa, set temperature to 72 degrees."
3952,"Alexa, set the thermostat to 72 degrees fahrenheit."
3953,"Alexa, set temperature to 72 degrees."
3954,"Alexa, turn off tv at 11 pm."
3955,"Alexa, play music by artist name."
3956,"Alexa, set temperature to 72 degrees."
3957,"Alexa, play music from spotify."
3958,"Alexa, set thermostat to 70 degrees."
3959,"Alexa, turn off tv when i say ""goodnight""."
3960,"Alexa, what's the weather like today?"
3961,"Alexa, set the thermostat to 70 degrees."
3962,"Alexa, set thermostat to 72 degrees."
3963,"Alexa, set the temperature to 68 degrees."
3964,"Alexa, set temperature to 72 degrees."
3965,"Alexa, set the thermostat to 72 degrees."
3966,"Alexa, set the thermostat to 72 degrees."
3967,"Alexa, set thermostat to 72 degrees."
3968,"Alexa, set the thermostat to 72 degrees."
3969,"Alexa, play music on spotify."
3970,"Alexa, set the thermostat to 72 degrees."
3971,"Alexa, set thermostat to 70 degrees."
3972,"Alexa, set thermostat to 72 degrees."
3973,"Alexa, play some music."
3974,"Alexa, set thermostat to 68 degrees."
3975,"Alexa, set the temperature to 72 degrees."
3976,"Alexa, set air conditioner to 72 degrees."
3977,"Alexa, set the air conditioner to 72 degrees."
3978,"Alexa, set thermostat to 72 degrees."
3979,"Alexa, set the thermostat to 72 degrees."
3980,"Alexa, set thermostat to 70 degrees."
3981,"Alexa, set the thermostat to 72 degrees."
3982,"Alexa, set the thermostat to 72 degrees."
3983,"Alexa, set the thermostat to 72 degrees."
3984,"Alexa, set a timer for 20 minutes."
3985,"Alexa, set the thermostat to 70 degrees."
3986,"Alexa, set thermostat temperature to 70 degrees."
3987,"Alexa, play music from spotify."
3988,"Alexa, set the temperature to 70 degrees."
3989,"Alexa, play my daily mix on spotify."
3990,"Alexa, set the thermostat to 72 degrees."
3991,"Alexa, play jazz music in the living room."
3992,"Alexa, play my favorite playlist."
3993,"Alexa, set the temperature to 72 degrees."
3994,"Alexa, play some music."
3995,"Alexa, set the thermostat to 70 degrees."
3996,"Alexa, play ""shape of you"" by ed sheeran."
3997,"Alexa, set thermostat to 72 degrees."
3998,"Alexa, set temperature to 72 degrees."
3999,"Alexa, play my morning playlist at 7 am."
4000,"Alexa, dim the lights."
4001,"Alexa, set thermostat to 72 degrees."
4002,"Alexa, start the coffee maker at 7 am."
4003,"Alexa, play music by artist name."
4004,"Alexa, set the thermostat to 72 degrees."
4005,"Alexa, set the temperature to 72 degrees."
4006,"Alexa, set the thermostat to 72 degrees."
4007,"Alexa, set thermostat to 72 degrees."
4008,"Alexa, play some music."
4009,"Alexa, set the temperature to 72 degrees."
4010,"Alexa, set thermostat to 70 degrees."
4011,"Alexa, play some relaxing music."
4012,"Alexa, set the thermostat to 72 degrees."
4013,"Alexa, set the temperature to 68 degrees fahrenheit."
4014,"Alexa, set thermostat temperature to 72 degrees."
4015,"Alexa, set the thermostat to 70 degrees."
4016,"Alexa, play [song name] by [artist name]."
4017,"Alexa, set the thermostat to 72 degrees fahrenheit."
4018,"Alexa, set the temperature to 72 degrees."
4019,"Alexa, dim the lights to 50%."
4020,"Alexa, set the thermostat to 72 degrees fahrenheit."
4021,"Alexa, set thermostat to 70 degrees."
4022,"Alexa, play some music from spotify."
4023,"Alexa, set the thermostat to 72 degrees."
4024,"Alexa, play music on spotify."
4025,"Alexa, lock the front door."
4026,"Alexa, set the thermostat to 72 degrees."
4027,"Alexa, set thermostat to 72 degrees."
4028,"Alexa, set the thermostat to 70 degrees fahrenheit."
4029,"Alexa, set thermostat to 72 degrees."
4030,"Alexa, play relaxing music for an hour."
4031,"Alexa, lock the front door."
4032,"Alexa, play some music."
4033,"Alexa, set the thermostat to 68 degrees."
4034,"Alexa, play music from apple music."
4035,"Alexa, set the thermostat to 72 degrees."
4036,"Alexa, set thermostat to 70 degrees."
4037,"Alexa, set the thermostat to 70 degrees."
4038,"Alexa, set thermostat temperature to 72 degrees."
4039,"Alexa, play some music."
4040,"Alexa, set thermostat to 70 degrees."
4041,"Alexa, set thermostat temperature to 72 degrees."
4042,"Alexa, lock front door."
4043,"Alexa, set the thermostat to 72 degrees."
4044,"Alexa, set ac temperature to 72 degrees."
4045,"Alexa, play music from my playlist."
4046,"Alexa, set the thermostat to 72 degrees."
4047,"Alexa, lock the front door."
4048,"Alexa, set the thermostat to 72 degrees."
4049,"Alexa, set the thermostat temperature to 68 degrees."
4050,"Alexa, set thermostat to 68 degrees."
4051,"Alexa, play music by adele."
4052,"Alexa, play music by <artist name>."
4053,"Alexa, set the thermostat to 72 degrees."
4054,"Alexa, play music on spotify."
4055,"Alexa, set temperature to 70 degrees."
4056,"Alexa, set the thermostat to 72 degrees."
4057,"Alexa, play music from my pandora playlist."
4058,"Alexa, set the temperature to 72 degrees."
4059,"Alexa, set the thermostat to 70 degrees fahrenheit."
4060,"Alexa, start music in the living room."
4061,"Alexa, set the thermostat to 72 degrees."
4062,"Alexa, play music from spotify."
4063,"Alexa, set thermostat to 72 degrees."
4064,"Alexa, set the thermostat to 72 degrees."
4065,"Alexa, set thermostat to 72 degrees."
4066,"Alexa, set thermostat to 72 degrees fahrenheit."
4067,"Alexa, set the thermostat to 72 degrees."
4068,"Alexa, set thermostat to 72 degrees."
4069,"Alexa, play some music by drake."
4070,"Alexa, set the temperature to 70 degrees."
4071,"Alexa, set the temperature to 72 degrees."
4072,"Alexa, set the thermostat to 68 degrees."
4073,"Alexa, lock the front door."
4074,"Alexa, set thermostat temperature to 72 degrees."
4075,"Alexa, set thermostat to 72 degrees."
4076,"Alexa, lock the front door."
4077,"Alexa, play music on spotify."
4078,"Alexa, set thermostat to 72 degrees."
4079,"Alexa, play music on spotify."
4080,"Alexa, play some jazz music on spotify."
4081,"Alexa, set thermostat to 72 degrees."
4082,"Alexa, set thermostat to 72 degrees."
4083,"Alexa, set my thermostat to 70 degrees."
4084,"Alexa, play ""shape of you"" by ed sheeran on spotify."
4085,"Alexa, set the thermostat to 72 degrees."
4086,"Alexa, set thermostat temperature to 70 degrees."
4087,"Alexa, play music from spotify."
4088,"Alexa, play music by queen on spotify."
4089,"Alexa, set thermostat to 72 degrees."
4090,"Alexa, set thermostat to 72 degrees."
4091,"Alexa, set the temperature to 72 degrees."
4092,"Alexa, set the thermostat to 72 degrees."
4093,"Alexa, set thermostat to 72 degrees."
4094,"Alexa, play music from a specific playlist."
4095,"Alexa, set the thermostat to 70 degrees."
4096,"Alexa, set thermostat to 72 degrees fahrenheit."
4097,"Alexa, set thermostat to 72 degrees."
4098,"Alexa, set the thermostat to 72 degrees."
4099,"Alexa, set thermostat to 72 degrees."
4100,"Alexa, set thermostat to 70 degrees."
4101,"Alexa, play pop music on spotify."
4102,"Alexa, add ""buy milk"" to my shopping list."
4103,"Alexa, play my morning playlist."
4104,"Alexa, set the thermostat to 72 degrees."
4105,"Alexa, set the temperature to 72°f."
4106,"Alexa, play music by adele."
4107,"Alexa, set thermostat to 72 degrees."
4108,"Alexa, play some music by bruno mars."
4109,"Alexa, set temperature to 68 degrees."
4110,"Alexa, set volume to 50%."
4111,"Alexa, play music on spotify."
4112,"Alexa, set the thermostat to 72 degrees fahrenheit."
4113,"Alexa, set the thermostat to 72 degrees."
4114,"Alexa, add eggs to my grocery list."
4115,"Alexa, set the temperature to 72 degrees."
4116,"Alexa, lock the front door."
4117,"Alexa, set thermostat to 70 degrees."
4118,"Alexa, set the thermostat to 72 degrees."
4119,"Alexa, play music by ed sheeran."
4120,"Alexa, set thermostat to 72 degrees."
4121,"Alexa, lock the front door."
4122,"Alexa, play some relaxing music."
4123,"Alexa, play music by taylor swift."
4124,"Alexa, set the thermostat to 72 degrees."
4125,"Alexa, play my favorite music playlist."
4126,"Alexa, play some relaxing music."
4127,"Alexa, set thermostat to 22 degrees celsius."
4128,"Alexa, set temperature to 72 degrees."
4129,"Alexa, play some music."
4130,"Alexa, set thermostat to 72 degrees."
4131,"Alexa, set thermostat to 72 degrees."
4132,"Alexa, play music by adele."
4133,"Alexa, set thermostat to 72 degrees."
4134,"Alexa, set the thermostat to 72 degrees."
4135,"Alexa, set the thermostat to 72 degrees."
4136,"Alexa, set thermostat to 72 degrees."
4137,"Alexa, set a timer for 10 minutes."
4138,"Alexa, what's the weather today?"
4139,"Alexa, set the thermostat to 72 degrees."
4140,"Alexa, play jazz music in the living room."
4141,"Alexa, set thermostat to 68 degrees."
4142,"Alexa, set thermostat to 72 degrees."
4143,"Alexa, start the music."
4144,"Alexa, set a reminder in 10 minutes."
4145,"Alexa, set the thermostat to 72 degrees."
4146,"Alexa, play music on spotify."
4147,"Alexa, set the thermostat to 72 degrees."
4148,"Alexa, play ""happy"" by pharrell williams on spotify."
4149,"Alexa, start my morning routine."
4150,"Alexa, set the thermostat to 70 degrees."
4151,"Alexa, set the thermostat to 72 degrees."
4152,"Alexa, play ""wake me up"" by avicii."
4153,"Alexa, set thermostat to 72 degrees."
4154,"Alexa, set the thermostat to 68 degrees fahrenheit."
4155,"Alexa, set thermostat to 72 degrees."
4156,"Alexa, set the thermostat to 70 degrees."
4157,"Alexa, play some jazz music on spotify."
4158,"Alexa, lock the front door."
4159,"Alexa, start the coffee maker at 7 am."
4160,"Alexa, dim the lights by 50 percent."
4161,"Alexa, set thermostat to 72 degrees."
4162,"Alexa, set the temperature to 72 degrees."
4163,"Alexa, set temperature to 22 degrees."
4164,"Alexa, set thermostat to 72 degrees."
4165,"Alexa, set thermostat temperature to 72 degrees."
4166,"Alexa, set thermostat to 72 degrees."
4167,"Alexa, start the coffee maker in the morning."
4168,"Alexa, play some music."
4169,"Alexa, set thermostat to 70 degrees."
4170,"Alexa, set thermostat to 70 degrees."
4171,"Alexa, play music from spotify."
4172,"Alexa, set temperature to 72 degrees."
4173,"Alexa, set the thermostat to 70 degrees."
4174,"Alexa, set the thermostat to 72 degrees."
4175,"Alexa, set thermostat to 72 degrees."
4176,"Alexa, set thermostat to 68 degrees fahrenheit."
4177,"Alexa, play music on spotify."
4178,"Alexa, set the thermostat to 72 degrees."
4179,"Alexa, set thermostat to 70 degrees."
4180,"Alexa, set thermostat to 73 degrees."
4181,"Alexa, set the thermostat to 72 degrees."
4182,"Alexa, set the temperature to 70 degrees."
4183,"Alexa, set thermostat to 68 degrees."
4184,"Alexa, set thermostat to 72 degrees."
4185,"Alexa, set the thermostat to 72 degrees."
4186,"Alexa, set the living room temperature to 72 degrees."
4187,"Alexa, set the thermostat to 72 degrees."
4188,"Alexa, set the thermostat to 72 degrees fahrenheit."
4189,"Alexa, set thermostat to 68 degrees."
4190,"Alexa, set thermostat to 72 degrees."
4191,"Alexa, set the thermostat to 72 degrees."
4192,"Alexa, set the thermostat to 72 degrees."
4193,"Alexa, set the temperature to 72 degrees."
4194,"Alexa, set the thermostat to 72 degrees."
4195,"Alexa, lock the front door."
4196,"Alexa, play my favorite songs on spotify."
4197,"Alexa, set thermostat to 72 degrees."
4198,"Alexa, set thermostat to 72 degrees."
4199,"Alexa, set the thermostat to 70 degrees."
4200,"Alexa, set the thermostat to 68 degrees."
4201,"Alexa, start netflix on tv."
4202,"Alexa, play some jazz music."
4203,"Alexa, play music from my playlist."
4204,"Alexa, set thermostat to 72 degrees."
4205,"Alexa, set thermostat to 72 degrees."
4206,"Alexa, play some music from spotify."
4207,"Alexa, start vacuum cleaning."
4208,"Alexa, play music by adele."
4209,"Alexa, play music by prince."
4210,"Alexa, lock the front door."
4211,"Alexa, set the thermostat to 72 degrees."
4212,"Alexa, set thermostat at 72 degrees."
4213,"Alexa, set kitchen temperature to 75 degrees."
4214,"Alexa, set thermostat to 72 degrees."
4215,"Alexa, set the temperature to 72 degrees."
4216,"Alexa, lock the front door."
4217,"Alexa, turn off tv at 10 pm."
4218,"Alexa, play music by taylor swift."
4219,"Alexa, set the thermostat to 68 degrees."
4220,"Alexa, set the thermostat to 72 degrees."
4221,"Alexa, set thermostat to 72 degrees."
4222,"Alexa, set the thermostat to 72 degrees."
4223,"Alexa, lock the front door."
4224,"Alexa, play some classical music on spotify."
4225,"Alexa, set the thermostat to 72 degrees."
4226,"Alexa, set the thermostat to 72 degrees."
4227,"Alexa, set thermostat to 68 degrees."
4228,"Alexa, play music on spotify."
4229,"Alexa, set the thermostat to 72 degrees."
4230,"Alexa, lock the front door."
4231,"Alexa, play music from spotify."
4232,"Alexa, set the thermostat to 68 degrees."
4233,"Alexa, set thermostat to 70 degrees."
4234,"Alexa, set the temperature to 70 degrees."
4235,"Alexa, set thermostat to 72 degrees."
4236,"Alexa, play some music."
4237,"Alexa, start my day."
4238,"Alexa, set the thermostat to 72 degrees."
4239,"Alexa, turn off the tv at 10 pm."
4240,"Alexa, play some music."
4241,"Alexa, set the temperature to 72 degrees."
4242,"Alexa, play music from spotify."
4243,"Alexa, set the air conditioner to 72 degrees."
4244,"Alexa, set thermostat temperature to 70 degrees."
4245,"Alexa, set thermostat to 72 degrees."
4246,"Alexa, set the thermostat to 70 degrees."
4247,"Alexa, set the temperature to 72 degrees."
4248,"Alexa, set thermostat to 72 degrees."
4249,"Alexa, lock the front door."
4250,"Alexa, set thermostat to 72 degrees."
4251,"Alexa, add ""milk"" to my shopping list."
4252,"Alexa, set thermostat to 72 degrees."
4253,"Alexa, set the thermostat to 70 degrees."
4254,"Alexa, set the thermostat to 72 degrees."
4255,"Alexa, set thermostat to 72 degrees."
4256,"Alexa, set the thermostat to 72 degrees."
4257,"Alexa, set the thermostat to 72°f."
4258,"Alexa, set thermostat to 72 degrees."
4259,"Alexa, play music from spotify."
4260,"Alexa, set the thermostat to 72 degrees."
4261,"Alexa, play music from spotify."
4262,"Alexa, set thermostat to 72 degrees."
4263,"Alexa, play music from spotify."
4264,"Alexa, set temperature to 72 degrees fahrenheit."
4265,"Alexa, set the thermostat to 68 degrees."
4266,"Alexa, dim the lights to 50%."
4267,"Alexa, set the thermostat to 72 degrees."
4268,"Alexa, set temperature to 72 degrees."
4269,"Alexa, set thermostat to 72 degrees."
4270,"Alexa, set a reminder for tomorrow at 3:00 pm."
4271,"Alexa, set the thermostat to 72 degrees."
4272,"Alexa, set the thermostat to 72 degrees."
4273,"Alexa, set the thermostat to 72 degrees."
4274,"Alexa, set thermostat to 72 degrees."
4275,"Alexa, set the thermostat to 70 degrees."
4276,"Alexa, set thermostat to 72 degrees."
4277,"Alexa, set the thermostat to 68 degrees."
4278,"Alexa, set temperature to 72 degrees."
4279,"Alexa, set thermostat to 72 degrees."
4280,"Alexa, add milk to my shopping list."
4281,"Alexa, set thermostat to 72 degrees."
4282,"Alexa, set thermostat to 72 degrees."
4283,"Alexa, set thermostat to 72 degrees."
4284,"Alexa, lock the front door."
4285,"Alexa, set the thermostat to 72 degrees."
4286,"Alexa, set the temperature to 72 degrees."
4287,"Alexa, play music from spotify."
4288,"Alexa, set the thermostat to 72 degrees."
4289,"Alexa, lower thermostat to 68 degrees."
4290,"Alexa, lock the front door."
4291,"Alexa, set thermostat to 70 degrees."
4292,"Alexa, set thermostat to 72 degrees."
4293,"Alexa, set thermostat to 72 degrees."
4294,"Alexa, play music by queen."
4295,"Alexa, set the thermostat to 72 degrees."
4296,"Alexa, set thermostat to 72 degrees."
4297,"Alexa, play music by artist name."
4298,"Alexa, set the thermostat to 72 degrees."
4299,"Alexa, set thermostat to 72 degrees."
4300,"Alexa, set a timer for 30 minutes."
4301,"Alexa, set the thermostat to 72 degrees."
4302,"Alexa, set thermostat temperature to 72 degrees."
4303,"Alexa, set the thermostat to 72 degrees."
4304,"Alexa, set thermostat to 72 degrees."
4305,"Alexa, set thermostat to 72 degrees."
4306,"Alexa, set temperature to 72 degrees."
4307,"Alexa, play music on spotify."
4308,"Alexa, play the album ""thriller"" by michael jackson."
4309,"Alexa, start the coffee maker at 7 am."
4310,"Alexa, set thermostat to 68 degrees."
4311,"Alexa, set thermostat to 68 degrees."
4312,"Alexa, play my workout playlist on spotify."
4313,"Alexa, schedule thermostat to 72 degrees at 7 am."
4314,"Alexa, play music by artist name."
4315,"Alexa, lock the front door."
4316,"Alexa, start vacuum cleaner."
4317,"Alexa, play music by queen."
4318,"Alexa, set a 10-minute timer."
4319,"Alexa, set thermostat to 72 degrees."
4320,"Alexa, set thermostat to 72 degrees."
4321,"Alexa, set temperature to 72 degrees."
4322,"Alexa, play music by rihanna."
4323,"Alexa, set thermostat to 72 degrees."
4324,"Alexa, play some relaxation music."
4325,"Alexa, lock the front door."
4326,"Alexa, set the thermostat to 68 degrees."
4327,"Alexa, set thermostat to 72 degrees."
4328,"Alexa, set thermostat to 70 degrees."
4329,"Alexa, lock the front door."
4330,"Alexa, play music from spotify."
4331,"Alexa, lock the front door."
4332,"Alexa, set the thermostat to 72 degrees."
4333,"Alexa, set the temperature to 22 degrees."
4334,"Alexa, set the thermostat to 70 degrees."
4335,"Alexa, lock the front door."
4336,"Alexa, set the temperature to 72 degrees."
4337,"Alexa, set the temperature to 72 degrees."
4338,"Alexa, set thermostat to 72 degrees."
4339,"Alexa, set the thermostat to 72 degrees."
4340,"Alexa, set the thermostat to 72 degrees."
4341,"Alexa, set the thermostat to 72 degrees."
4342,"Alexa, add milk to my shopping list."
4343,"Alexa, play some relaxing music."
4344,"Alexa, set thermostat to 70 degrees."
4345,"Alexa, set thermostat to 72 degrees fahrenheit."
4346,"Alexa, dim the lights to 50 percent."
4347,"Alexa, set the thermostat to 72 degrees."
4348,"Alexa, turn off tv at 11 pm."
4349,"Alexa, set the thermostat to 72 degrees."
4350,"Alexa, play music on spotify."
4351,"Alexa, set the thermostat to 72 degrees."
4352,"Alexa, set the thermostat to 72 degrees."
4353,"Alexa, play music on all echo devices."
4354,"Alexa, lock the front door."
4355,"Alexa, set the thermostat to 72 degrees."
4356,"Alexa, set the thermostat to 72 degrees."
4357,"Alexa, play some classic rock music."
4358,"Alexa, set the thermostat to 72 degrees fahrenheit."
4359,"Alexa, set temperature to 72 degrees."
4360,"Alexa, start music at 6am."
4361,"Alexa, lower the thermostat by 2 degrees."
4362,"Alexa, play some jazz music on pandora."
4363,"Alexa, set the thermostat to 72 degrees."
4364,"Alexa, add ""buy groceries"" to my to-do list."
4365,"Alexa, set the thermostat to 70 degrees."
4366,"Alexa, set temperature to 75 degrees."
4367,"Alexa, set the thermostat to 72 degrees."
4368,"Alexa, set the thermostat to 72 degrees."
4369,"Alexa, lock the front door."
4370,"Alexa, play music on spotify."
4371,"Alexa, play some music on spotify."
4372,"Alexa, lock the front door."
4373,"Alexa, lock the front door."
4374,"Alexa, set temperature to 72 degrees."
4375,"Alexa, set thermostat to 22 degrees."
4376,"Alexa, set the thermostat to 72 degrees."
4377,"Alexa, set thermostat to 72 degrees."
4378,"Alexa, play music on spotify."
4379,"Alexa, play rock music on spotify."
4380,"Alexa, set thermostat to 70 degrees."
4381,"Alexa, set thermostat to 72 degrees."
4382,"Alexa, set the thermostat to 68 degrees."
4383,"Alexa, set the thermostat to 72 degrees."
4384,"Alexa, set the thermostat to 70 degrees."
4385,"Alexa, set thermostat to 72 degrees."
4386,"Alexa, set the thermostat to 72 degrees fahrenheit."
4387,"Alexa, set thermostat to 70 degrees."
4388,"Alexa, set the thermostat to 68 degrees."
